User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
u16460,22,male,professional,ios,1.1,6.9,7,5.9,8,12,6,4.6
u16461,29,male,student,ios,11.7,1.2,7,8.6,1,41,6,10.8
u16462,30,female,business owner,android,2.3,5.3,6,6.0,8,53,3,7.6
u16463,58,female,professional,android,12.0,4.1,9,8.0,1,10,0,7.0
u16464,57,male,student,android,2.6,1.8,9,4.3,6,10,2,5.0
u16465,49,male,business owner,android,7.0,2.2,8,5.6,9,8,3,8.8
u16466,29,male,business owner,ios,4.1,4.7,3,4.2,5,20,5,11.7
u16467,52,female,freelancer,ios,3.0,6.2,9,5.5,6,53,6,7.2
u16468,31,other,business owner,android,7.8,6.8,7,7.7,5,17,3,10.2
u16469,40,other,student,android,7.3,2.3,5,4.6,10,57,2,8.3
u16470,24,other,freelancer,android,2.9,6.8,7,8.0,1,49,0,3.6
u16471,27,male,professional,android,11.6,4.0,8,4.1,8,31,5,11.9
u16472,56,female,business owner,ios,5.6,7.6,3,4.6,4,9,4,6.9
u16473,41,female,business owner,android,7.5,1.6,2,5.2,6,43,4,8.4
u16474,54,other,student,ios,8.2,3.4,7,4.8,2,12,3,4.3
u16475,29,female,student,android,3.0,4.1,2,4.0,2,28,5,3.9
u16476,46,other,business owner,android,4.8,3.0,2,8.6,5,48,1,7.6
u16477,29,male,business owner,android,10.9,7.5,7,8.6,7,45,2,12.4
u16478,50,other,student,android,11.5,2.3,1,5.7,5,21,1,3.0
u16479,27,other,student,ios,2.2,0.7,3,4.2,1,45,4,8.4
u16480,46,male,student,android,1.5,7.7,6,8.2,5,12,6,9.5
u16481,19,male,student,android,7.0,5.7,9,6.7,6,38,5,12.1
u16482,57,female,professional,ios,10.0,6.9,6,5.7,3,39,4,7.1
u16483,20,female,professional,ios,4.0,7.0,7,7.6,5,44,0,9.3
u16484,52,female,student,ios,2.2,7.7,6,5.5,10,45,1,13.1
u16485,25,female,professional,android,10.8,7.9,10,5.2,5,32,1,13.4
u16486,37,female,freelancer,ios,9.8,1.1,6,7.9,6,43,5,6.3
u16487,36,female,student,android,11.9,6.2,5,7.8,7,30,3,13.5
u16488,24,male,professional,android,8.7,2.0,3,7.4,6,50,4,9.8
u16489,40,male,freelancer,ios,6.6,3.9,10,5.7,6,23,1,2.1
u16490,29,male,business owner,android,7.9,1.3,1,4.9,2,48,5,5.1
u16491,55,male,freelancer,ios,3.8,5.5,7,5.9,10,17,1,6.9
u16492,51,male,student,ios,7.0,7.3,9,8.3,8,11,1,3.6
u16493,28,female,student,android,8.6,1.2,8,6.2,8,31,3,11.8
u16494,24,other,student,ios,5.2,2.7,6,4.7,5,21,5,11.7
u16495,49,other,professional,android,5.5,0.7,4,5.2,3,51,3,8.7
u16496,30,other,student,android,5.9,5.3,9,4.2,7,20,0,6.1
u16497,56,female,student,ios,8.4,4.5,1,5.4,8,8,0,8.6
u16498,27,female,freelancer,ios,3.2,3.2,6,6.8,7,10,4,10.7
u16499,57,male,freelancer,android,2.5,3.5,8,6.5,8,55,2,13.1
u16500,39,male,student,ios,1.1,5.8,1,6.1,4,44,1,7.3
u16501,47,other,freelancer,android,1.3,3.5,1,6.3,10,34,6,9.9
u16502,60,other,business owner,android,11.6,0.7,4,8.3,6,37,2,4.7
u16503,53,other,professional,ios,7.4,0.9,9,7.2,6,43,4,2.9
u16504,42,female,business owner,android,2.4,7.3,4,6.9,5,47,1,12.9
u16505,46,other,freelancer,ios,6.6,6.5,4,7.0,9,8,0,6.1
u16506,25,male,freelancer,ios,4.8,2.1,10,5.8,2,40,1,3.0
u16507,60,female,student,ios,5.7,4.9,1,6.7,1,19,0,10.5
u16508,53,female,business owner,ios,6.3,2.3,1,8.3,9,34,0,11.0
u16509,22,other,freelancer,ios,10.8,0.6,10,8.9,1,49,2,2.5
u16510,39,other,professional,android,1.8,6.6,1,4.4,5,42,5,9.5
u16511,33,male,freelancer,ios,11.6,6.5,2,6.2,7,47,1,5.9
u16512,41,male,freelancer,ios,8.9,1.3,9,4.5,2,44,1,12.1
u16513,27,male,business owner,ios,8.9,5.8,6,7.8,5,49,1,2.8
u16514,33,male,business owner,ios,3.6,1.3,6,7.7,6,32,0,11.9
u16515,49,other,student,android,5.6,4.1,8,7.5,4,30,5,4.7
u16516,30,male,freelancer,android,7.8,4.3,1,7.6,3,40,0,2.1
u16517,43,female,student,android,3.7,6.9,1,8.1,3,24,5,3.7
u16518,20,female,freelancer,ios,8.4,6.4,10,5.8,2,60,2,2.1
u16519,40,other,business owner,android,4.7,3.6,10,7.3,2,38,0,9.3
u16520,21,female,professional,android,4.3,2.8,2,4.9,1,57,0,6.4
u16521,48,other,student,android,4.1,5.3,7,4.3,2,47,0,11.1
u16522,60,male,freelancer,android,2.0,6.2,4,7.8,3,14,5,4.4
u16523,55,female,student,android,1.9,7.1,10,7.6,1,44,3,3.2
u16524,24,male,professional,ios,4.6,1.8,2,8.1,2,23,1,10.4
u16525,51,female,freelancer,android,5.4,0.9,7,7.4,9,51,2,11.0
u16526,23,other,business owner,ios,6.5,1.5,9,5.5,10,18,3,10.4
u16527,60,other,student,ios,1.5,0.9,6,4.5,7,25,4,4.2
u16528,59,other,business owner,ios,1.7,4.7,3,5.5,5,9,6,5.1
u16529,38,female,professional,ios,1.9,1.2,8,5.0,10,5,1,10.9
u16530,51,other,professional,android,11.9,7.0,4,5.5,8,9,1,7.6
u16531,54,female,freelancer,ios,11.1,6.1,3,5.9,1,56,3,9.5
u16532,54,other,student,ios,6.9,4.3,10,4.0,2,16,5,11.6
u16533,52,male,professional,ios,4.7,4.5,9,5.1,10,14,0,7.6
u16534,51,male,professional,ios,10.3,3.3,8,5.9,5,6,6,11.7
u16535,43,female,freelancer,android,8.6,3.8,10,5.1,6,25,3,12.1
u16536,52,male,professional,ios,1.9,4.3,8,6.8,3,5,3,7.8
u16537,59,female,business owner,android,10.5,0.7,10,4.4,7,10,1,10.2
u16538,30,male,professional,android,1.6,5.4,6,6.7,9,33,0,13.3
u16539,36,other,business owner,android,4.9,2.4,1,6.1,2,52,5,4.9
u16540,38,male,business owner,android,12.0,2.4,2,8.1,1,31,5,11.0
u16541,26,male,freelancer,ios,1.5,3.0,5,6.4,2,26,4,4.8
u16542,46,other,student,ios,10.5,1.5,10,7.7,10,19,6,13.3
u16543,30,female,student,ios,9.7,4.9,3,6.9,9,33,2,12.9
u16544,36,female,freelancer,android,5.0,7.9,10,5.0,7,48,5,10.4
u16545,58,male,student,android,11.8,5.2,2,7.6,2,26,3,9.7
u16546,45,other,professional,android,9.6,1.3,6,7.5,9,47,5,6.3
u16547,43,other,student,android,2.3,3.1,5,4.4,5,18,6,10.9
u16548,45,other,student,ios,1.6,2.9,7,4.7,4,37,4,6.3
u16549,42,male,business owner,android,11.4,7.7,6,4.5,7,5,0,2.5
u16550,23,male,professional,ios,7.4,5.1,4,7.2,8,57,2,6.1
u16551,49,female,student,ios,5.3,2.3,8,8.2,10,20,1,6.8
u16552,19,male,student,ios,2.8,6.0,9,4.4,6,59,4,7.1
u16553,49,male,business owner,android,7.3,7.3,9,6.9,4,40,2,11.8
u16554,24,other,freelancer,ios,5.2,5.3,2,7.1,6,50,2,12.9
u16555,38,female,professional,android,7.8,1.1,3,8.7,1,41,5,10.5
u16556,53,other,business owner,ios,3.6,6.7,1,4.6,1,29,2,4.1
u16557,48,other,business owner,android,8.6,4.9,10,7.5,6,58,3,10.2
u16558,57,male,business owner,ios,9.9,0.7,9,6.4,9,40,5,13.9
u16559,42,other,business owner,android,10.8,6.0,5,4.7,3,43,3,4.1
u16560,37,male,business owner,ios,3.1,6.7,8,4.5,4,45,5,8.4
u16561,49,male,business owner,android,3.3,2.8,1,4.3,8,12,1,11.3
u16562,36,female,professional,android,10.9,0.7,5,7.1,10,8,5,11.2
u16563,21,female,student,ios,7.4,5.9,5,6.8,8,38,6,3.7
u16564,51,male,business owner,android,4.0,2.0,6,8.9,9,26,5,13.1
u16565,20,other,student,ios,4.7,1.4,3,8.6,6,35,2,10.3
u16566,30,female,student,android,6.3,7.7,2,8.5,7,44,4,13.9
u16567,23,other,freelancer,android,6.8,4.4,5,8.5,5,34,6,10.6
u16568,37,other,professional,ios,11.7,7.4,4,6.3,5,32,3,8.0
u16569,55,other,freelancer,android,8.1,4.4,3,6.8,10,55,5,5.8
u16570,54,other,student,android,9.2,6.8,10,7.2,5,42,0,13.3
u16571,52,other,student,ios,6.0,3.3,9,4.3,9,25,6,10.3
u16572,29,female,business owner,android,11.7,3.8,8,5.9,4,10,6,4.5
u16573,59,male,professional,ios,4.0,2.9,6,5.8,8,8,3,5.0
u16574,38,other,business owner,ios,6.3,5.8,1,5.2,1,10,0,2.4
u16575,21,other,freelancer,ios,5.2,5.5,10,5.5,5,34,6,2.4
u16576,52,male,business owner,ios,6.1,4.9,5,5.5,6,51,0,4.8
u16577,19,male,professional,android,10.7,5.0,1,8.3,10,50,2,5.3
u16578,21,other,professional,android,3.3,5.2,5,4.6,8,9,0,6.8
u16579,37,male,student,ios,1.5,1.8,2,4.2,2,48,0,13.0
u16580,42,other,business owner,android,5.6,6.4,1,8.7,3,37,2,11.4
u16581,30,female,business owner,ios,2.9,3.6,4,6.0,1,14,5,2.3
u16582,40,male,student,android,1.6,4.3,2,6.2,6,28,2,9.7
u16583,52,female,student,android,2.1,1.2,8,6.9,8,43,2,5.1
u16584,21,male,freelancer,ios,11.9,3.7,3,6.4,3,40,6,12.2
u16585,45,male,business owner,ios,6.7,2.2,5,7.6,4,11,3,3.7
u16586,50,other,professional,ios,11.2,5.6,8,7.2,3,14,4,4.5
u16587,51,female,freelancer,android,7.9,2.5,6,6.5,9,42,2,2.3
u16588,29,male,freelancer,ios,6.3,1.9,6,8.5,3,49,6,4.6
u16589,50,female,student,ios,10.4,5.7,9,7.7,2,56,3,6.5
u16590,41,female,freelancer,ios,4.0,5.4,5,4.2,7,25,1,2.8
u16591,20,male,business owner,ios,11.3,4.5,8,8.4,3,33,3,10.9
u16592,31,other,freelancer,ios,10.7,0.7,3,5.8,4,14,2,12.7
u16593,24,male,professional,ios,11.7,1.1,4,7.3,4,23,5,12.1
u16594,47,other,business owner,ios,8.2,5.6,1,8.9,2,10,5,6.2
u16595,29,male,freelancer,ios,5.4,1.2,6,5.2,6,57,3,10.3
u16596,32,other,professional,android,4.1,6.9,2,6.1,3,58,4,12.9
u16597,38,male,business owner,ios,4.4,1.2,9,7.8,2,30,6,5.5
u16598,22,male,freelancer,ios,9.7,4.4,5,7.5,8,46,5,9.9
u16599,31,other,freelancer,android,4.6,3.3,4,4.9,4,16,5,4.0
u16600,49,female,student,android,2.9,0.7,3,6.5,8,44,0,2.3
u16601,31,male,freelancer,ios,7.2,1.7,6,7.4,9,30,0,11.6
u16602,54,female,student,android,2.3,1.2,3,4.4,10,27,3,2.6
u16603,58,other,student,ios,3.8,4.3,2,9.0,10,21,4,2.3
u16604,57,other,business owner,ios,4.8,0.7,7,5.1,3,20,6,13.9
u16605,18,other,student,ios,3.6,5.8,6,7.9,8,54,0,6.2
u16606,20,female,professional,android,9.9,3.1,1,5.4,1,31,5,13.3
u16607,42,other,student,android,6.0,2.8,4,7.6,7,43,3,4.5
u16608,31,other,freelancer,ios,6.8,7.6,6,8.7,3,41,2,5.1
u16609,25,other,business owner,android,10.8,6.8,6,8.5,8,60,1,5.2
u16610,36,female,student,ios,1.8,6.6,9,7.0,10,56,4,12.7
u16611,18,female,freelancer,ios,9.0,2.1,6,4.0,7,53,1,5.8
u16612,33,female,freelancer,ios,9.8,2.7,9,4.3,2,48,4,12.4
u16613,60,other,student,android,4.7,2.0,7,7.7,6,31,3,6.6
u16614,39,other,freelancer,ios,3.6,4.4,5,4.2,9,55,2,8.3
u16615,29,male,business owner,ios,10.7,4.5,1,6.4,4,54,1,6.2
u16616,42,other,professional,android,7.7,7.9,10,7.2,5,31,2,10.8
u16617,32,female,professional,ios,2.8,7.3,10,5.6,10,40,5,11.7
u16618,41,female,student,android,5.6,0.7,10,5.3,4,17,6,13.9
u16619,43,male,student,android,1.5,1.3,2,8.3,9,43,1,9.7
u16620,20,other,professional,ios,8.6,3.0,4,8.0,3,49,2,5.5
u16621,27,male,business owner,android,4.7,4.0,4,5.7,5,60,3,3.8
u16622,27,other,student,android,9.9,0.7,3,4.8,6,35,3,11.4
u16623,56,female,professional,android,11.5,1.4,2,8.6,3,57,5,8.2
u16624,33,female,professional,ios,7.7,6.9,9,7.6,4,39,1,11.1
u16625,57,female,business owner,ios,7.9,6.8,8,8.0,9,57,5,5.2
u16626,60,female,business owner,android,8.5,8.0,7,5.7,6,58,0,9.8
u16627,34,male,business owner,android,7.3,2.4,2,6.1,3,52,2,8.0
u16628,45,other,freelancer,ios,4.1,2.6,5,8.2,8,11,5,10.6
u16629,54,male,professional,android,9.6,6.2,9,8.5,5,18,6,11.9
u16630,58,female,business owner,ios,10.2,3.4,3,4.6,3,50,1,10.0
u16631,37,other,freelancer,android,10.7,7.7,3,8.0,10,28,5,9.8
u16632,31,male,professional,android,3.6,0.5,10,7.0,4,22,0,12.3
u16633,59,other,student,ios,4.0,3.4,5,8.7,1,5,5,13.3
u16634,35,female,business owner,android,2.2,8.0,6,6.2,6,12,4,11.1
u16635,44,female,freelancer,ios,6.0,0.6,8,6.4,4,7,3,5.9
u16636,18,other,freelancer,android,3.7,6.8,9,4.3,3,59,5,7.5
u16637,44,female,student,ios,10.6,7.8,10,5.1,2,39,1,5.1
u16638,44,female,student,ios,10.4,5.6,5,6.2,4,48,5,13.0
u16639,42,other,freelancer,ios,11.5,2.2,6,5.8,1,25,5,7.6
u16640,35,female,professional,ios,11.6,3.9,8,5.9,2,6,0,5.8
u16641,30,male,business owner,ios,8.4,5.9,8,4.2,5,8,4,7.6
u16642,49,female,business owner,ios,5.2,4.6,9,5.8,7,43,2,13.5
u16643,34,female,freelancer,android,7.7,7.6,9,5.4,9,51,3,2.5
u16644,56,female,freelancer,android,1.1,5.5,9,6.1,8,28,2,10.9
u16645,18,male,business owner,ios,4.8,2.7,5,4.8,3,35,1,4.9
u16646,58,male,student,ios,4.3,0.8,4,8.2,4,41,0,3.2
u16647,43,male,professional,ios,2.7,3.1,7,6.1,7,53,1,8.3
u16648,20,other,freelancer,android,8.3,0.5,1,5.5,4,25,0,2.4
u16649,46,male,business owner,ios,4.7,2.7,4,4.9,3,54,3,7.3
u16650,26,female,business owner,android,4.9,1.6,4,5.2,9,53,1,4.2
u16651,60,female,business owner,android,3.9,7.8,9,5.1,2,16,4,3.6
u16652,32,male,freelancer,android,2.0,7.6,5,6.1,3,22,2,12.0
u16653,22,other,freelancer,android,3.1,3.1,5,4.6,10,54,4,12.0
u16654,58,other,student,ios,5.0,7.9,5,7.7,6,9,3,8.6
u16655,25,female,professional,ios,9.1,1.8,2,6.8,4,48,3,12.5
u16656,25,female,business owner,ios,6.3,6.6,6,8.2,5,10,5,6.6
u16657,28,other,student,android,5.9,6.5,8,8.7,1,24,4,5.2
u16658,49,female,professional,ios,9.6,0.9,8,5.3,1,55,6,2.3
u16659,22,male,professional,ios,3.4,5.5,9,5.1,3,34,5,12.0
u16660,29,female,student,ios,11.7,4.7,8,4.7,2,12,2,7.7
u16661,52,male,freelancer,ios,3.6,4.9,4,5.6,8,13,2,12.6
u16662,38,male,business owner,android,8.3,7.1,9,6.5,9,21,0,13.0
u16663,28,male,professional,android,7.2,6.4,6,5.6,1,46,2,6.7
u16664,34,other,professional,ios,12.0,6.1,2,4.5,6,6,0,2.1
u16665,43,other,freelancer,android,5.4,6.0,2,4.6,9,28,2,11.4
u16666,36,male,professional,android,7.0,1.8,1,6.2,10,26,4,3.7
u16667,52,female,freelancer,ios,1.4,5.9,1,4.9,1,26,6,3.4
u16668,36,male,student,android,11.6,3.7,1,6.0,3,38,0,8.2
u16669,36,female,business owner,ios,7.8,4.1,4,8.5,6,22,2,11.8
u16670,54,female,student,android,1.5,6.1,1,5.3,10,58,6,3.7
u16671,34,other,business owner,android,7.6,4.3,3,7.7,9,42,3,5.3
u16672,24,female,professional,ios,6.4,2.3,10,7.9,1,30,5,2.3
u16673,25,female,student,ios,8.8,3.9,5,8.0,9,45,6,11.6
u16674,43,female,freelancer,android,2.3,6.4,9,6.7,5,10,4,2.6
u16675,30,male,professional,android,6.5,6.9,8,4.5,10,54,0,2.8
u16676,23,female,student,android,2.1,7.9,9,5.4,3,28,6,3.7
u16677,53,male,freelancer,android,7.2,0.7,3,6.7,8,39,1,4.9
u16678,49,female,student,android,9.6,2.5,6,6.7,6,57,2,13.2
u16679,30,other,business owner,android,7.4,4.6,6,7.7,10,39,1,6.8
u16680,26,male,business owner,android,7.2,3.9,6,4.2,1,27,4,9.9
u16681,51,other,professional,android,5.2,2.6,10,6.3,5,36,0,2.8
u16682,20,female,student,ios,11.5,7.9,4,4.9,5,13,0,12.0
u16683,48,other,professional,android,11.0,5.7,9,7.8,9,42,2,7.2
u16684,48,female,freelancer,ios,9.8,4.7,8,7.8,5,23,4,9.4
u16685,24,other,professional,ios,7.1,3.5,1,6.6,7,48,2,12.0
u16686,25,female,student,android,7.9,1.3,10,7.0,3,35,0,4.6
u16687,32,female,student,ios,3.4,1.5,4,4.7,8,49,2,4.3
u16688,20,female,freelancer,android,6.9,6.8,2,6.1,5,33,2,13.3
u16689,42,female,business owner,ios,7.6,2.9,2,7.3,9,28,2,3.8
u16690,29,other,professional,ios,7.0,3.6,2,5.4,3,50,1,9.6
u16691,23,other,professional,ios,3.0,3.5,1,5.0,3,60,0,4.1
u16692,22,male,freelancer,ios,1.1,4.4,3,8.6,7,39,1,7.0
u16693,33,female,professional,ios,5.2,1.9,5,8.3,4,10,6,9.8
u16694,45,other,student,ios,6.5,4.1,7,5.8,8,27,6,7.3
u16695,57,other,student,android,9.9,7.7,3,6.0,5,37,6,10.2
u16696,41,male,freelancer,ios,10.6,2.3,5,6.2,2,24,5,8.3
u16697,46,other,freelancer,android,4.1,1.6,6,7.0,6,59,0,12.3
u16698,27,male,professional,ios,1.7,6.3,5,7.6,8,36,3,13.8
u16699,46,other,business owner,android,8.5,2.5,2,6.0,10,29,5,8.1
u16700,56,female,freelancer,ios,10.4,3.2,7,5.6,2,20,0,2.8
u16701,20,female,freelancer,android,8.4,7.4,10,7.2,1,15,2,5.2
u16702,60,female,business owner,android,8.6,5.7,4,8.9,10,23,0,7.6
u16703,50,male,professional,android,2.2,5.8,5,4.1,3,18,5,10.5
u16704,30,female,business owner,android,9.4,6.8,7,8.4,6,29,4,3.2
u16705,31,male,professional,ios,7.8,7.7,8,6.2,3,58,5,7.3
u16706,38,other,business owner,ios,1.1,1.3,7,7.6,2,25,3,9.6
u16707,20,other,student,android,5.6,3.5,1,7.8,1,36,4,11.1
u16708,54,male,business owner,ios,8.3,0.6,9,8.2,6,53,6,10.0
u16709,18,other,student,ios,6.4,6.9,3,7.3,2,60,4,7.5
u16710,27,male,business owner,ios,6.6,3.8,2,4.9,8,21,2,5.6
u16711,39,female,student,ios,4.4,5.7,9,8.5,9,55,6,7.6
u16712,34,male,business owner,ios,4.3,0.6,9,5.7,5,33,6,9.0
u16713,29,male,freelancer,ios,3.4,5.3,3,5.5,1,29,5,4.8
u16714,40,other,professional,ios,2.0,1.5,4,7.8,2,53,3,12.1
u16715,47,other,freelancer,ios,9.5,5.0,4,6.8,9,37,5,7.1
u16716,30,other,student,android,5.1,6.9,5,5.5,2,26,2,2.5
u16717,59,female,professional,ios,4.0,6.8,7,9.0,10,39,5,4.2
u16718,21,male,professional,android,7.6,2.5,5,7.8,1,16,1,3.2
u16719,43,other,student,ios,8.9,4.7,10,5.0,4,27,3,3.1
u16720,42,male,business owner,ios,5.7,7.3,6,6.6,4,55,4,3.2
u16721,27,male,student,ios,9.4,7.3,6,5.8,2,56,5,12.7
u16722,36,male,professional,android,3.6,7.8,10,5.8,1,50,4,6.5
u16723,50,female,business owner,android,9.6,6.8,7,4.0,3,27,5,10.2
u16724,22,female,professional,android,7.2,5.7,9,8.2,3,13,2,4.7
u16725,32,female,freelancer,android,4.6,1.4,8,5.0,8,29,1,13.8
u16726,29,female,freelancer,android,11.2,5.4,3,4.5,5,42,1,12.3
u16727,58,male,professional,android,3.1,2.0,1,6.5,4,40,1,4.6
u16728,30,female,freelancer,android,3.0,2.8,6,4.3,8,27,6,3.8
u16729,39,male,professional,android,1.2,2.1,8,4.2,9,10,6,2.9
u16730,60,female,freelancer,android,9.2,3.1,1,6.1,8,57,6,4.2
u16731,46,other,freelancer,ios,11.6,8.0,5,7.0,6,23,1,2.8
u16732,19,other,business owner,android,1.3,4.7,7,8.8,1,48,6,11.7
u16733,46,male,professional,android,7.8,3.2,9,4.0,4,38,0,7.9
u16734,22,male,business owner,android,11.5,4.8,4,6.4,1,58,6,11.3
u16735,33,male,business owner,ios,10.2,1.8,7,8.0,6,39,6,5.4
u16736,56,male,student,ios,8.2,3.2,7,5.9,7,37,5,10.4
u16737,51,male,professional,android,5.7,1.8,10,8.4,3,15,5,8.0
u16738,36,other,freelancer,ios,4.4,2.2,6,5.4,7,58,0,4.0
u16739,53,other,freelancer,ios,3.5,3.9,7,4.6,8,52,5,12.9
u16740,28,male,student,ios,8.3,6.8,2,7.8,1,7,6,12.1
u16741,27,male,freelancer,android,8.7,5.6,4,8.6,4,22,3,7.3
u16742,53,female,professional,android,4.8,2.1,5,9.0,1,33,3,5.3
u16743,38,other,professional,ios,7.0,7.0,9,8.2,2,24,1,6.3
u16744,21,female,business owner,ios,4.6,3.2,9,8.0,5,11,3,4.1
u16745,25,other,student,ios,11.4,7.9,7,7.7,1,57,5,9.1
u16746,22,male,business owner,android,8.7,1.4,8,7.9,5,15,1,8.6
u16747,44,male,business owner,ios,2.8,5.1,10,6.5,1,31,3,2.1
u16748,51,female,business owner,ios,7.5,5.3,5,4.1,3,13,1,8.9
u16749,52,female,freelancer,android,4.6,5.6,2,8.4,3,37,1,12.1
u16750,19,male,freelancer,ios,10.5,1.2,2,7.1,8,12,4,12.4
u16751,57,other,business owner,android,7.3,7.1,3,4.3,7,12,6,10.3
u16752,28,other,business owner,ios,3.4,5.0,4,7.4,5,5,3,8.7
u16753,38,male,freelancer,android,4.2,3.8,7,7.9,3,57,0,3.2
u16754,41,male,business owner,android,8.1,2.4,1,6.4,8,18,5,12.1
u16755,20,male,freelancer,android,3.6,5.1,3,8.2,3,35,0,4.7
u16756,27,male,business owner,android,6.9,6.1,10,7.9,5,49,4,11.8
u16757,24,other,business owner,ios,11.1,7.5,5,8.7,10,18,3,4.1
u16758,32,other,business owner,ios,8.9,3.6,10,6.1,9,48,3,4.9
u16759,18,male,business owner,ios,11.3,2.8,10,4.7,2,22,0,3.2
u16760,42,male,professional,ios,5.5,1.9,4,4.8,2,45,6,10.3
u16761,18,female,freelancer,ios,4.7,3.6,2,8.8,1,11,1,4.1
u16762,54,female,student,android,2.1,7.2,9,6.6,3,29,6,8.6
u16763,21,male,freelancer,android,5.0,3.8,5,4.0,10,22,0,8.5
u16764,42,male,professional,ios,5.1,1.5,5,4.4,4,55,5,10.2
u16765,54,female,student,ios,3.9,3.9,6,4.5,4,47,2,3.8
u16766,25,other,business owner,android,9.4,2.1,10,6.5,9,51,3,11.1
u16767,32,male,student,ios,7.4,5.6,9,6.5,9,28,6,7.4
u16768,58,male,freelancer,android,4.8,1.7,6,5.7,7,28,5,6.5
u16769,20,female,business owner,android,1.1,2.5,7,7.9,2,34,6,3.1
u16770,54,female,professional,android,1.5,4.2,8,8.4,9,22,1,13.9
u16771,52,male,professional,android,4.1,5.4,9,7.8,10,19,3,10.5
u16772,22,male,professional,ios,3.2,2.1,5,8.4,4,55,5,7.3
u16773,19,other,business owner,android,10.5,2.7,1,7.8,8,50,0,7.9
u16774,59,male,professional,android,8.6,1.8,6,5.6,3,33,0,10.7
u16775,48,other,freelancer,ios,8.7,5.3,2,6.8,4,22,3,2.4
u16776,54,female,freelancer,android,7.8,5.2,5,7.7,6,34,0,3.1
u16777,59,female,business owner,android,4.1,4.6,3,4.6,1,38,6,11.2
u16778,42,other,student,ios,4.3,0.7,7,6.4,10,45,0,3.8
u16779,36,male,freelancer,android,11.5,4.7,6,4.4,5,46,2,13.2
u16780,57,female,freelancer,android,9.7,7.5,6,7.9,9,24,6,10.4
u16781,42,female,freelancer,android,1.2,0.9,1,5.2,1,36,0,2.3
u16782,46,female,professional,ios,8.7,3.2,7,8.1,1,33,0,7.0
u16783,33,female,freelancer,android,5.5,4.5,2,5.2,2,20,5,4.3
u16784,49,other,student,android,1.0,5.6,7,7.3,5,23,1,13.3
u16785,57,female,student,ios,3.2,4.9,7,8.0,2,14,6,12.5
u16786,34,female,student,ios,11.7,2.3,10,4.8,9,26,6,14.0
u16787,40,other,business owner,ios,10.5,6.0,1,8.4,7,36,4,3.0
u16788,58,male,business owner,android,1.8,6.2,2,6.2,3,55,2,11.4
u16789,47,other,freelancer,ios,1.1,3.1,7,7.6,10,14,3,4.9
u16790,48,other,business owner,ios,4.4,6.0,9,7.7,5,32,2,3.4
u16791,27,female,student,ios,11.7,3.3,9,5.3,6,60,2,6.3
u16792,47,other,business owner,ios,8.3,0.9,9,9.0,4,49,0,4.9
u16793,52,male,professional,android,5.7,7.9,1,6.9,1,14,6,9.3
u16794,41,male,business owner,ios,8.6,4.8,6,8.6,7,22,2,4.9
u16795,32,male,student,android,2.7,7.7,8,8.4,8,21,6,11.2
u16796,27,other,business owner,android,6.3,3.8,8,4.8,6,47,4,12.1
u16797,36,female,freelancer,ios,7.3,4.2,9,6.9,9,9,5,7.1
u16798,58,other,professional,android,3.0,4.0,10,4.8,9,43,5,9.5
u16799,29,other,freelancer,android,3.0,0.5,1,5.4,1,11,6,6.8
u16800,42,other,business owner,android,7.3,5.4,6,7.3,9,44,3,2.6
u16801,34,female,freelancer,android,4.5,2.9,2,6.2,1,25,1,11.8
u16802,28,other,student,ios,11.1,0.8,2,4.5,10,19,6,11.4
u16803,41,male,student,ios,1.0,1.2,8,5.8,6,51,3,10.5
u16804,19,other,professional,ios,11.1,4.2,7,5.3,2,45,3,5.3
u16805,45,male,student,android,6.5,1.0,6,7.5,2,9,2,7.3
u16806,37,female,business owner,ios,11.1,6.6,8,5.2,7,15,5,10.1
u16807,27,female,freelancer,android,6.8,4.7,6,6.1,3,56,2,3.9
u16808,20,female,freelancer,ios,12.0,1.1,5,7.7,2,30,4,5.4
u16809,47,male,student,android,2.7,1.7,1,6.1,3,25,1,7.9
u16810,44,male,freelancer,ios,11.9,4.8,7,8.6,10,16,1,8.3
u16811,52,female,professional,android,7.5,1.3,2,7.1,5,34,3,6.4
u16812,32,female,student,ios,8.4,0.9,5,4.8,2,37,5,7.7
u16813,43,male,business owner,ios,4.4,6.3,1,8.4,3,37,3,12.6
u16814,26,other,freelancer,android,6.3,1.2,1,7.3,6,18,1,11.4
u16815,58,other,student,ios,4.4,0.7,1,8.9,5,20,4,9.4
u16816,40,other,business owner,android,5.5,3.2,5,8.6,2,31,1,13.5
u16817,31,other,professional,android,4.2,3.7,6,7.1,4,39,4,12.5
u16818,43,female,freelancer,ios,4.2,4.3,9,4.2,5,26,5,11.8
u16819,44,female,business owner,android,5.7,1.8,10,8.9,2,15,3,7.1
u16820,44,other,business owner,ios,7.5,2.5,5,7.2,6,38,0,4.9
u16821,47,male,professional,android,4.5,3.1,6,7.6,7,13,2,4.1
u16822,46,other,student,ios,1.5,3.5,4,4.9,1,21,6,10.6
u16823,46,other,business owner,android,9.6,6.3,4,4.8,8,41,2,3.0
u16824,42,male,student,ios,11.5,4.5,10,4.1,6,41,2,11.6
